-1.879747226,-3.676552647,-0.749471995,-2.972686696,-1.35446049,-1.174201575,-0.0182845,1.080407238,0.419063566,0.378684896,0.403888009,0.492225453,-4.080191126,0.39172852,0.892341358,0.793529905,0.746758091
-3.322489404,-2.104410061,-0.61125252,-3.570043863,-1.377222047,-1.334748652,0.057407903,0.997100904,0.387532796,0.414725023,0.504704915,0.468847116,-2.615119545,0.475697623,1.036455698,0.890244377,0.909409306
-3.235213036,-2.049799312,-0.49165083,-3.307741538,-1.592403139,-1.558877866,-0.005453112,0.944095333,0.472955379,0.404292827,0.376029185,0.448539644,-4.180446721,-0.372396217,-0.846026761,-0.675887356,-0.757312957
-3.62296537,-2.110953408,-0.689418635,-3.808798623,-1.337450104,-1.287706154,0.012175487,0.972759219,0.267626284,0.39980985,0.458860835,0.469555583,-3.542576033,0.310462264,0.904878601,0.740887771,0.678297485
-4.141721369,-1.682892261,-0.457949904,-3.239351722,-1.370281107,-1.470497321,-0.030245709,0.88544122,0.572988991,0.33792169,0.368121426,0.34080636,-2.311277237,0.385898094,0.951043095,0.802787221,0.836581266
-4.41624027,-1.985867464,-0.564648638,-3.293120098,-1.353297005,-1.275712041,0.0882579,0.975454184,0.614688332,0.47623611,0.51338894,0.466911472,-3.70156311,0.452253004,0.992201432,0.888646925,0.696246586
-2.514294439,-2.197642672,-0.409612094,-2.477895132,-1.670675427,-1.232245061,-0.092876537,0.896754524,0.438488607,0.38908286,0.373072319,0.359482251,-3.777441794,0.42324966,0.917689574,0.875483229,0.769963882
-3.137047709,-2.41260099,-0.357977952,-3.002606542,-1.18939605,-1.410898086,-0.005332564,0.956845296,0.570631782,0.493459248,0.535774287,0.445286999,-3.077072538,0.521447903,0.929332425,0.795286875,0.73407646
-2.563301317,-2.286785619,-0.394220055,-4.139386939,-1.340222785,-1.405373035,-0.093146167,0.970880298,0.446001425,0.261719207,0.274914607,0.40223977,-4.118762066,0.314280114,0.934704022,0.727985571,0.73909531
-2.307871213,-1.932309171,-0.441940719,-4.1897712,-1.452456657,-1.344125666,-0.075551382,0.969883901,0.516626438,0.425159888,0.448045436,0.320616545,-3.18201487,0.358125835,0.919560542,0.739040801,0.710954821
-3.395000778,-2.12661679,-0.431244769,-3.523395173,-1.316720238,-1.396860812,-0.01125176,0.977537061,0.472147403,0.476018243,0.493562135,0.463509549,-4.78807827,0.377210788,0.889247813,0.749317176,0.666098915
-2.330794371,-2.624145029,-0.401045108,-2.597495245,-1.372311107,-1.421613743,0.034081243,0.990141561,0.406123989,0.360697521,0.454224888,0.383970632,-6.386160723,0.32199445,0.81057645,0.722483875,0.729260873
-2.583777204,-2.418050194,-0.438715525,-3.742006084,-1.361579183,-1.414210915,0.049823986,1.050339092,0.488515439,0.254821864,0.245311673,0.29375561,-3.210473935,0.461127227,0.858815324,0.698742621,0.68682265
-2.034517789,-3.091002837,-0.478149292,-3.654076154,-1.360898935,-1.299391361,-0.070833316,1.027695612,0.336006367,0.442361688,0.491534723,0.452958405,-4.425131943,0.288974485,0.830559264,0.725361191,0.787732718
-3.138302354,-1.947104462,-0.4727403,-2.695766975,-1.463096955,-1.5109186,0.073947667,1.055963818,0.478157298,0.446637031,0.520585614,0.446492581,-2.33064971,0.350051084,0.957364685,0.846040144,0.812447074
-3.038221005,-1.996457847,-0.332528214,-3.782805257,-1.485282632,-1.499820521,-0.023803759,0.930256507,0.407479906,0.367301995,0.418169272,0.385631242,-3.57283128,0.285706999,0.883079772,0.716028771,0.70072295
-4.661573927,-1.726869251,-0.54725345,-3.10515583,-1.837442176,-1.17548555,-0.097337145,0.768698477,0.315890203,0.276301348,0.295914961,0.318714616,-7.204428424,0.47669052,0.84960982,0.705196563,0.736232227
-2.889247864,-2.079467701,-0.576955464,-2.80610834,-1.288990199,-1.686259435,0.08105748,1.000662785,0.295704729,0.292156367,0.277667769,0.387370247,-2.807695586,0.395106781,0.846654578,0.756495651,0.676176571
-2.920341227,-1.842303695,-0.52163383,-3.685046904,-1.503609151,-1.238015175,0.081355691,0.968086235,0.566263427,0.574332982,0.583753198,0.541277865,-4.808590788,0.404345641,0.812379019,0.683028283,0.557137143
-3.342763571,-1.661655599,-0.452033021,-3.958538615,-1.379340115,-0.983224854,0.003588859,0.940434937,0.350456509,0.253819116,0.325314476,0.262546224,-2.376304557,0.551779372,0.93349041,0.779524573,0.750469584
-2.567331782,-2.295009743,-0.421373698,-3.10142103,-1.244825561,-1.69872302,0.05866126,1.015355002,0.66206165,0.512190103,0.574833924,0.554590535,-2.929777133,0.416432915,0.8751885,0.76382276,0.788004535
-2.623233008,-1.873551501,-0.363666073,-3.126326264,-1.36379908,-1.57627063,0.147055829,1.176273724,0.490992313,0.498114967,0.578333062,0.419629383,-2.770426296,-0.371413305,-0.857657758,-0.668928937,-0.783164497
-2.409389052,-2.343683289,-0.541031132,-3.301103671,-1.435718666,-1.229063329,-0.123890608,0.953049838,0.442162819,0.46618554,0.486778823,0.456061815,-3.350410831,0.491889432,0.924850064,0.669553798,0.803402915
-3.035502857,-2.392018038,-0.600606144,-3.870221563,-1.159044057,-1.373162895,0.05829674,1.053530452,0.571789764,0.352166951,0.313452784,0.504017807,-2.119578732,0.350989838,0.870546107,0.661229345,0.63658538
-3.218615459,-1.920846814,-0.757709274,-3.6484437,-1.247554386,-1.182242747,-0.066140332,0.850906835,0.492825331,0.446408945,0.472187366,0.446154455,-3.150627621,0.447866969,0.841193084,0.700199127,0.698830996
-2.652943009,-1.954297643,-0.645875874,-2.862557418,-1.303708214,-1.491336179,0.019478853,0.995192176,0.504514997,0.340034864,0.372882091,0.354367218,-3.05327692,0.498232486,0.943368919,0.766549647,0.841482834
-3.03709107,-2.3240361,-0.598780556,-3.369208601,-1.418285802,-1.52777734,-0.010705679,0.919794261,0.43228001,0.37465527,0.476940704,0.345951584,-2.812895974,0.479523718,0.968493933,0.824879481,0.716935743
-2.509144336,-2.603128826,-0.317255096,-3.441948699,-1.276944123,-1.421907566,0.127681376,1.107223234,0.460853507,0.616289288,0.544170159,0.575329522,-3.73786087,0.455171502,0.899222763,0.772221608,0.782820723
-3.254558267,-1.94373212,-0.431616893,-3.189986114,-1.463801897,-1.495250812,0.014941796,0.892942412,0.553591245,0.30548897,0.33838062,0.308319664,-6.293575112,0.516390178,0.957722442,0.80410942,0.880002797
-2.558347396,-2.498006606,-0.604598638,-4.643241597,-1.37465603,-1.22335941,-0.024473366,0.942004955,0.445965543,0.332296589,0.411654165,0.271231729,-3.136513602,0.496481748,1.013192901,0.797712863,0.755049327
