-3.828704302,-0.688968364,0.519096156,-3.773510195,-1.730239659,0.074528997,-8.286207119,0.5683508,-4.287960869
-3.244474583,-0.502271232,0.858035704,-2.93160556,-2.26380426,-0.249944597,-2.129822517,0.577637506,-5.173776442
-3.242345692,-1.399070303,-1.687141552,-2.905090352,-2.247460834,0.005859256,-1.264774584,-0.146296431,-3.510807395
-3.651985506,-0.739003332,-0.682024916,-3.441289672,-1.830242491,-0.243128378,-4.787848434,0.195806434,-3.773034551
-3.455785898,-1.086785193,-3.603113771,-2.763540004,-2.096816729,-0.597383436,-3.516316946,-0.208335585,-2.624904488
-3.139977674,-0.72254692,-1.294704544,-2.373809445,-2.344736285,-0.747842698,-2.731995038,0.00125573,-3.970528437
-3.55418802,-0.145735926,-0.11528673,-2.918608393,-1.934772062,-0.896521677,-2.009918062,0.482730682,-4.583172448
-2.612765311,-1.995686166,0.194941379,-1.476291392,-2.513184491,0.498740957,-2.051861919,1.030985149,-4.283533905
-3.064375391,-1.001665746,0.194646524,-2.958344693,-2.423633475,-0.065564181,-2.122440661,0.427166539,-4.702122015
-3.164362794,-1.183440162,0.905512121,-2.885960791,-2.345332525,0.237290673,-3.259443344,0.771029483,-3.226225512
-3.564520986,-0.30673574,0.180184719,-3.786970779,-2.07332205,-0.450851093,-2.117617054,0.215146525,-3.719796808
-3.116423566,-0.899427493,0.86618283,-2.730761892,-2.392406611,0.068612806,-3.026702405,0.570726886,-4.940675962
-3.595254407,-1.217145657,-2.499051808,-2.661564968,-1.820827797,-0.202480352,-2.732141061,0.035995236,-3.285028283
-3.44760313,-1.591955546,-0.274118265,-2.785070918,-2.002046031,0.477182159,-2.864917992,0.431745366,-3.755294772
-3.384865593,-0.317690781,-0.4064686,-2.71056695,-2.069757363,-0.783073508,-2.732553738,0.262524827,-4.830612118
-3.277031446,-1.576192707,-1.695405566,-3.052844413,-2.240384226,0.134758157,-1.566589394,-0.037817986,-4.239147929
-3.73294935,-1.167446515,-1.406187077,-3.228959401,-1.755128563,0.008966578,-1.603645804,0.099190351,-3.202631321
-3.195578578,-1.875282748,-4.079450251,-2.318612169,-2.211713188,0.150436774,-2.317332262,-0.302840349,-4.429959874
-3.759875164,-0.702645294,-0.092926501,-3.473092542,-1.816346374,-0.194045587,-1.695314142,0.400642369,-3.309881526
-3.193860126,-1.620739911,-1.463539575,-3.064464855,-2.324133255,0.178883624,-2.528068936,-0.052463156,-3.097226291
-4.597105777,-0.028085039,-2.535723534,-4.68799613,-0.938735178,-0.640194447,-3.734125423,0.036050505,-3.743195331
-2.80564196,-1.621946862,-1.243350807,-2.585834668,-2.6510536,0.184661859,-2.68386534,-0.082696783,-4.524327197
-3.557102226,-1.53097167,-1.26473812,-2.966790444,-1.942726846,0.165369671,-2.71131625,0.398838288,-3.433237207
-3.027597543,-0.37534702,0.199678374,-2.46986004,-2.409359932,-0.702713105,-1.017320603,0.40261469,-3.943653623
-3.2596133,-1.014836905,-0.099502484,-2.434449205,-2.129801212,-0.094867711,-2.615430957,0.410931918,-5.384684332
-3.144655791,-1.653036721,-0.748692492,-2.512312709,-2.318556624,0.128425215,-3.280493507,0.539956619,-3.25803839
-3.077531174,-1.573205788,-2.308223578,-2.323195677,-2.305557474,-0.059126388,-1.389856721,-0.0380711,-4.657603695
-3.699458053,-0.493989506,-0.0571165,-4.050138102,-1.830479088,-0.22629885,-1.909491689,0.261771008,-5.040476786
-2.857599129,0.421496508,0.546390447,-3.648625486,-2.744543112,-1.402052837,-0.905402015,0.387664551,-3.393348074
-3.94166412,-0.790072777,-0.615266058,-3.672766954,-1.630192489,-0.206333809,-3.560120053,0.470295514,-3.191735191
-3.226445612,-1.039330681,0.414738759,-2.96853366,-2.308617375,0.07934601,-3.108930324,0.460850224,-4.346050324
-3.571585534,-0.314552131,-0.540355878,-2.829813403,-1.931156676,-1.009274151,-4.728989688,0.779719622,-3.92378405
-3.101250985,-0.949060042,-0.696804336,-2.653355524,-2.358846517,-0.409603488,-3.857797508,0.272004908,-4.532903874
-3.063622267,-0.485588012,0.041972068,-2.577269593,-2.378287297,-0.638148854,-2.6118229,0.39695032,-7.455570521
-3.402326648,-1.741978873,-4.080999726,-2.551307327,-2.028643751,0.132839973,-6.528037042,-0.388506273,-3.048117812
-3.356373498,-0.531961109,-0.435110602,-2.497456814,-2.076594998,-0.628345594,-1.978009749,0.294422188,-5.120146756
-3.588487865,-1.206331167,0.931721821,-3.274715242,-1.969559588,0.613201926,-3.288263275,0.627191152,-4.630461401
-2.591820778,-0.249562837,-0.677321918,-2.000499183,-2.717908479,-1.359787059,-2.17516246,0.57065629,-3.727600412
-3.355242954,-0.376960796,-0.076778397,-3.385419673,-2.17493035,-0.620762924,-2.9746468,0.280281575,-3.189955553
-3.526779368,-0.749824016,-0.888540127,-3.055507315,-1.96212041,-0.469866784,-2.61619388,0.288161932,-5.141930244
-3.143800604,-1.144312917,1.124928446,-2.363817417,-2.270490925,0.387776647,-1.998972771,0.743513269,-4.974939127
-3.631830153,-1.398652085,-0.328986483,-3.274445645,-1.87090504,0.503359374,-1.768838491,0.226259928,-3.873896688
-3.169678527,-0.87714875,-0.850046962,-2.309840256,-2.21466607,-0.500048914,-4.718522924,0.276225226,-5.540422995
-2.589452015,-0.342848531,0.145500642,-2.403632536,-2.870546587,-0.999482096,-3.833686878,0.513860268,-3.310599928
-3.39289254,-1.00670449,-0.835939594,-2.585665966,-2.003441059,-0.365725457,-2.758666507,0.608816204,-6.56246828
-3.695863303,-1.896406707,-2.193462908,-3.126658615,-1.769578514,0.602449524,-4.93931307,0.029077458,-3.584051531
-3.221234933,-1.623737108,-2.816313211,-2.463436643,-2.17752672,-0.073601179,-1.66437593,0.208809755,-3.231606792
-3.279167712,-1.844343435,-1.780407361,-2.801624667,-2.188224917,0.380887117,-2.362344445,-0.001966865,-7.452077262
-3.44861216,-1.772913791,-0.536846011,-3.090517187,-2.091405383,0.545471084,-3.740998698,0.365005828,-3.351981647
-4.031665992,-1.095987358,-1.094914327,-3.701875959,-1.498695013,0.086422847,-3.537005985,0.441754832,-3.390422075
-2.831931797,-1.512258505,-6.031987799,-2.273115926,-2.575231721,-0.408505537,-1.642550251,0.148996135,-2.927253599
-4.04315301,-1.197367714,-2.114029825,-3.379515592,-1.444276314,0.074246384,-3.453319612,0.341475571,-4.43427661
-4.230269478,-0.785668778,-0.724481186,-4.135953059,-1.25878971,0.077113761,-1.534719333,0.493154906,-5.99128096
-2.736335437,-1.25939864,-0.297594796,-2.194755656,-2.682381006,-0.060824024,-2.762534801,0.231137787,-3.751290949
-3.742294548,-0.377741221,-2.049580168,-2.877187322,-1.665319946,-0.920748055,-9.133088518,0.355207869,-3.519273751
-3.519945267,-1.407955953,-0.856499954,-2.864203581,-2.010170097,0.11931761,-3.737221629,0.298708213,-2.993431599
-3.703048212,0.156747069,-0.846537154,-3.345650424,-1.838032691,-1.200967113,-1.896252173,0.144592612,-4.583376532
-3.346547118,-0.992042312,-2.867473531,-3.021418474,-2.159004711,-0.534165918,-3.003674679,-0.324440498,-3.738748312
-3.514291932,-0.820354499,-1.868784961,-2.891432691,-1.987011392,-0.615276274,-3.142674832,0.109057478,-4.056462549
-3.229498814,-1.120609767,-0.121486551,-2.878952968,-2.28064411,0.00420627,-1.359352267,0.321662725,-5.18021068
-3.419633869,-1.082875779,0.203129627,-3.088260731,-2.097499906,0.199193053,-1.864141561,0.33720311,-3.456597104
-3.203319338,-0.719322752,-0.144485214,-2.946362741,-2.283496074,-0.324146843,-0.752827254,0.217566616,-3.83207886
-3.930929498,-1.013231078,0.124709917,-3.946171245,-1.669691378,0.232884698,-3.162589045,0.575875462,-4.803547131
-2.890150667,-1.256266013,0.132376651,-2.386829594,-2.556403362,0.21807362,-2.512711461,0.2457933,-7.097424876
-3.391538698,-0.580705462,-2.656469828,-2.537678942,-2.082643069,-1.035069767,-1.658229209,-0.021386729,-3.073297648
-3.435582909,-1.062018096,-1.014691214,-2.696323598,-2.062338589,-0.311111961,-3.438860919,0.306871472,-3.716802397
-3.089392563,-2.214099777,-3.226660709,-2.053772329,-2.269484689,0.434482564,-2.316914096,0.055523727,-4.34107838
-2.863694838,-1.548139337,-1.226158932,-1.99751765,-2.445065871,-0.110216949,-2.937294796,0.450360573,-3.505127076
-3.462256623,-0.977651888,-0.931191361,-2.81509413,-1.939684369,-0.325531561,-4.536030431,0.505921273,-3.971897631
-2.95401139,-1.391877136,-0.457589181,-2.648001231,-2.534515642,0.018458779,-2.699934393,0.327699883,-4.53696484
-3.704124721,-0.393351273,-1.790923984,-2.831321725,-1.796445644,-0.960595532,-3.771399054,0.241218749,-3.016372543
-3.596214657,-0.969524669,0.330071606,-3.889863459,-2.03041846,0.268373831,-3.530334378,0.28688675,-3.469572905
-3.888108193,-1.438188015,-4.031730636,-3.116063892,-1.586824762,0.148756378,-4.672697141,-0.293406335,-4.078822535
-3.766221935,0.374217718,0.908837261,-3.413850053,-1.762232985,-0.942173007,-2.583522812,0.769158155,-4.602865117
-3.381520987,-1.473446435,-0.289264061,-3.03460908,-2.11749352,0.329231126,-2.893786146,0.390518835,-6.016512018
-3.541779184,-0.540527552,0.033512682,-2.937784122,-1.944539967,-0.404485067,-3.275908213,0.447145583,-3.971556589
-3.355834583,-0.940255839,-0.646072291,-2.866996607,-2.15682928,-0.325803734,-3.294046963,0.274973588,-3.681417963
-3.203766401,-1.710549042,0.510856417,-2.397865104,-2.227058533,0.473413603,-2.882410948,0.962265395,-2.972607328
-2.949637079,-1.316740451,0.461510365,-2.350940438,-2.450805779,0.144410026,-5.607969326,0.654403926,-3.000863745
-3.952578507,-0.235410137,-1.065037622,-3.936184573,-1.610372268,-0.756347276,-5.261419892,0.236279962,-3.726451212
-3.410348087,0.302457289,0.210841426,-2.73332643,-2.095198558,-1.29910046,-8.680394361,0.467716336,-3.494900593
-3.513965883,-0.991448346,0.251189247,-2.970003479,-1.950931008,-0.05830915,-3.405086807,0.783770392,-3.586418814
-3.578717781,-1.203063584,-0.334393279,-3.041832341,-1.936154351,-0.008048642,-3.053670196,0.656028323,-3.641598123
-3.080611411,-1.642481803,-2.367616982,-2.371243275,-2.280606712,0.029111507,-2.225067173,-0.045700434,-3.803815612
-3.288364027,0.009417378,-0.942148044,-2.887517959,-2.156351867,-1.418857213,-1.549354716,0.437746681,-3.536055423
