-2.826560474,-2.238434634,-0.920582642,-3.375980302,-1.472495229,-1.722994326,-0.134075606,0.822836364,0.340282501,0.360292755,0.423610391,0.382051053,-2.071474463,-0.128842157,0.553668973,0.52202062,0.254489519,-0.591406805,0.710897791,0.575308978,0.641689211
-2.280902887,-2.985823446,-0.403215683,-3.323030807,-1.916253201,-1.599333097,-0.047126325,0.956527307,0.336591587,0.326919213,0.387371897,0.323013444,-2.972519104,0.086027357,0.365537738,0.620241262,0.227422659,-0.747077653,0.850086394,0.6296445,0.695781584
-3.086345348,-2.125756185,-0.400461985,-3.821868467,-1.204961846,-1.496624818,-0.099917939,0.892220965,0.512036466,0.436494335,0.451901115,0.365974725,-2.054275328,0.162782063,0.579408537,0.436245546,0.345363906,-0.854428959,0.753372602,0.565835033,0.728514021
-1.846275265,-2.852466186,-0.52190232,-3.054290246,-1.910694833,-1.461132594,0.035375547,1.041615537,0.421638254,0.41098133,0.460969101,0.436420706,-4.455068469,-0.41757602,-0.488076005,-0.234530224,-0.544847758,-1.343692622,0.741506873,0.77404061,0.506494341
-3.069058069,-1.853418813,-0.538494914,-2.78028431,-1.530475914,-1.324396817,-0.070257816,0.895546024,0.350076188,0.274828484,0.359563901,0.273931992,-2.490305665,0.313501405,0.847383146,0.79860674,0.530962337,-1.195430957,0.582624426,0.404149818,0.671406983
-3.462811472,-1.842099506,-0.550750326,-2.534556286,-1.814938868,-1.718477492,-0.061560986,0.90609337,0.359239961,0.379511061,0.426148528,0.41032534,-2.900048203,0.276779509,0.902867688,0.897590246,0.734597243,-1.017128602,0.171767405,-0.159914317,0.341605857
-2.684174001,-1.903174462,-1.461584083,-3.788281393,-1.434068242,-1.286877127,-0.054291853,0.974498575,0.593194339,0.486832031,0.508547218,0.453057107,-2.474510511,-0.477647659,0.169561011,0.18526791,0.098167083,-0.642353222,0.792424651,0.617504065,0.663315123
-3.409299562,-3.118560679,-0.403800433,-3.302110223,-1.509978588,-1.350123248,-0.177666914,0.791936338,0.277585209,0.190877066,0.221007789,0.27552929,-1.084855406,0.026761064,0.142203146,0.074004477,0.102873473,-0.837923455,0.883432441,0.716228379,0.695895191
-2.857555072,-2.110454361,-1.297204472,-2.683943419,-1.359430187,-1.393664503,-0.021841193,0.951493363,0.529272826,0.516606191,0.537629027,0.523773357,-2.911111215,-0.300523793,0.441420034,0.328728414,0.415482226,-0.364321974,0.777908296,0.641128252,0.675996621
-3.267811058,-1.861095682,-1.929544401,-4.388393965,-1.271931256,-1.183762698,-0.131039138,0.795909886,0.438937069,0.372641255,0.448317777,0.443311237,-2.469152876,-0.484082313,0.364213569,0.300406601,0.343202968,-0.389495413,0.872435796,0.684116263,0.66559623
-3.113052347,-2.18710759,-0.491020619,-3.09031036,-1.220194649,-1.608773049,0.044729439,1.032723773,0.526923823,0.552011559,0.565978599,0.553827777,-2.271694566,0.004176559,0.188744463,0.193574271,-0.044228343,-0.845195996,0.861207758,0.812788633,0.775165322
-4.061886942,-2.117566135,-0.188439664,-2.805200525,-2.303808058,-1.18014866,0.040174175,0.926530605,0.403871391,0.343712986,0.420649207,0.431208759,-3.018958026,0.300749307,0.571221406,0.750910206,0.526103867,-1.06218469,0.764586481,0.481208625,0.706312536
-2.625197083,-2.510533963,-0.579155962,-3.203791013,-1.340008821,-1.171425557,0.005363725,0.960284893,0.620540351,0.526521338,0.46468786,0.42449377,-2.117335876,-0.583812904,-0.459688648,-0.307196882,-0.363692347,-1.070603113,0.814310302,0.692846179,0.751000152
-3.768487651,-1.787699631,-0.40502508,-3.03812236,-1.307363166,-2.07880546,0.016678999,0.966599712,0.437182173,0.352780987,0.352599822,0.373653069,-3.314609341,0.144761409,0.505976803,0.489303154,0.186862068,-0.82968956,0.692437795,0.592485583,0.801623064
-3.157971639,-2.088848273,-0.628312366,-3.013844849,-1.546710596,-1.234464742,0.011063273,1.051661784,0.386970068,0.396493684,0.401974642,0.462966903,-3.548819934,0.269714561,0.584830466,0.597518049,0.391958441,-0.866165852,0.744562026,0.527691192,0.638205804
-2.633435779,-2.451450508,-1.129335802,-2.496751839,-1.828900846,-1.333444285,0.020371828,1.046176648,0.548996998,0.45014803,0.47422568,0.395033574,-1.861439473,-0.504171248,0.134277843,0.197734701,0.030747467,-0.576112063,0.848302847,0.728002371,0.754726549
-2.464795395,-2.421685728,-1.13080599,-3.297992919,-1.230739421,-1.596185273,-0.077120403,0.903292314,0.508837653,0.317239266,0.302606362,0.345452232,-2.964944093,0.291168271,0.840488706,0.727864263,0.675540876,-0.692737546,0.175147291,0.090388522,0.288399589
-3.443204754,-2.140278822,-0.739358759,-2.309998303,-1.845832012,-1.458781131,-0.016421334,0.920489454,0.502060515,0.389710497,0.391620605,0.43312522,-2.985399349,0.21173365,0.654371929,0.736755283,0.511049013,-0.413687598,0.552254004,0.272715967,0.585725342
-2.90645157,-2.006174104,-0.441663648,-4.53695395,-1.161266798,-1.985359033,0.038411826,0.973136533,0.50268262,0.324417644,0.39809051,0.382531292,-2.977460036,0.136359248,0.546839495,0.369341885,0.114715506,-1.077074153,0.677276792,0.63272973,0.759603761
-3.751676703,-1.896528783,-0.584935645,-4.055274392,-1.415160303,-1.406690817,-0.055571458,0.888752748,0.546311863,0.275011102,0.291720624,0.307119152,-2.322583157,-0.002555965,0.768033906,0.739654324,0.477707329,-0.522215026,0.570675636,0.367820289,0.580234604
-2.181021389,-2.757266548,-0.472770027,-2.768402489,-1.328657687,-2.716549279,-0.006203885,0.989387684,0.33607074,0.323074713,0.288035004,0.348513622,-4.068095621,0.047442901,0.198593677,0.286188629,-0.195631919,-0.839840732,0.965229154,0.779582546,0.914665104
