0.419622762,0.004730323,0.839686638,0.110132051,0.108089346,0.307733063,0.022887524,0.781245821,-0.020516398,0.214871518,0.009117262
0.152428659,0.008913135,0.80991585,0.098328215,0.111556252,0.286363262,0.028201564,0.780973708,-0.068122419,0.275700082,0.008086843
0.236038807,0.007997864,0.801223852,0.01117185,0.214953397,0.154159105,0.020638155,0.883589239,0.066793079,0.129681237,0.009174757
0.086428195,0.010597506,0.726224587,0.009980705,0.296461195,0.254159588,0.0172398,0.869887501,0.080369563,0.133506092,0.009400431
0.292332258,0.008832222,0.690267627,0.021891077,0.295064234,0.667764823,0.01244896,0.830664706,0.078748309,0.166141898,0.008197699
0.201102443,0.01210323,0.628216807,0.02831147,0.384651604,0.284050535,0.014786653,0.894857736,0.087003136,0.097173259,0.006511682
0.210914411,0.014674269,0.518425846,0.005866518,0.405658162,0.319921351,0.01623975,0.852661862,-0.004103379,0.236159645,0.009684703
0.372008901,0.012532182,0.76128845,0.008707993,0.137848602,0.121670711,0.020133033,0.908643745,0.014005886,0.143053031,0.00847882
0.330735076,0.006865726,0.860556886,0.1027954,0.049102803,0.296890599,0.027165398,0.696231828,-0.128185073,0.566739782,0.008568958
0.118023033,0.008490719,0.82267184,0.060993822,0.260997483,0.212525115,0.027316565,0.805837702,-0.151140386,0.280535487,0.00583418
0.062136425,0.008830238,0.84571849,0.128611271,0.14349195,0.206708022,0.026056846,0.788698549,-0.133843053,0.367936955,0.007436835
0.147232578,0.007605417,0.848284621,0.143348559,0.069601515,0.173927752,0.024577433,0.821916956,-0.16969982,0.402363316,0.007211477
0.075757557,0.007018495,0.86674092,0.133817316,0.100607415,0.21178078,0.024843153,0.736190724,-0.140509242,0.427875014,0.008271236
0.214454987,0.008008218,0.835692816,0.126105029,0.143464159,0.186938765,0.024988817,0.818944862,-0.161136051,0.284592516,0.007888735
0.291552714,0.008937866,0.79347386,0.163304958,0.148600729,0.417801591,0.022801993,0.70684742,-0.004128358,0.343162196,0.009583837
0.096710526,0.005722489,0.75801654,0.17509859,0.25771483,0.532311658,0.020405598,0.712237388,-0.07577028,0.272784235,0.007990291
0.16998972,0.007964284,0.850595867,0.112108457,0.165076026,0.397107726,0.027684275,0.567562531,-0.08678119,0.341224004,0.007952336
0.177096364,0.006022443,0.859853816,0.070870476,0.160022303,0.782099648,0.022721062,0.443299039,0.068688963,0.683099278,0.008039411
